"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"Actual.nlogo"
"experiment"
"03/29/2024 22:23:16:218 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-75","75"
"[run number]","1","1","2","2"
"ethnic-integration_policy?","true",,"true",
"density_of_hdb_blocks","1",,"1",
"family_grant_income_level","30000",,"30000",
"eip_others","0.1",,"0.1",
"inflation","0",,"0",
"prob_of_first_timer","0.5",,"0.5",
"eip_chinese","1",,"1",
"prob_seller_selling","0.01",,"0.01",
"income_growth","9.9",,"9.9",
"government_policy?","true",,"false",
"number_of_hdb_units","60",,"60",
"eip_malay","0.2",,"0.2",
"number_of_buyers","100",,"100",
"paint-hdb-as","selling",,"selling",
"eip_indian","0.12",,"0.12",
"[reporter]","[step]","total_houses_sold_average","[step]","total_houses_sold_average"
"[final]","50","341759.8920321878","50","338639.3561818952"
"[min]","0","0","0","0"
"[max]","50","397271.13679862954","50","474358.3990740442"
"[mean]","25","342376.8118900325","25","351302.3375398838"
"[total steps]","50","50","50","50"

"[all run data]","[step]","total_houses_sold_average","[step]","total_houses_sold_average"
,"0","0","0","0"
,"1","371461.40043735405","1","474358.3990740442"
,"2","387967.60547378287","2","470934.4109042516"
,"3","397271.13679862954","3","451696.11903054244"
,"4","391475.30291842914","4","437251.93203715445"
,"5","385404.4587181025","5","423793.86213766626"
,"6","380474.94903352676","6","410194.4106749743"
,"7","375273.97739449184","7","400360.7566686044"
,"8","369186.98750442197","8","392616.14424364216"
,"9","364204.4172354188","9","384266.6886168746"
,"10","359450.501274259","10","377292.9226181219"
,"11","356414.17788983614","11","373379.08243855444"
,"12","353524.93416498177","12","368347.08006195124"
,"13","350700.5175266842","13","362077.52933074266"
,"14","346804.4582123641","14","355757.89960542787"
,"15","344160.98663621856","15","350615.40110433113"
,"16","343683.3498947211","16","346477.33132919035"
,"17","343122.17054421076","17","343309.46660332667"
,"18","342003.0597185389","18","341674.75082821015"
,"19","340700.74752903485","19","340274.42217285174"
,"20","340727.3052968483","20","339645.67721769726"
,"21","341624.6338712201","21","340078.39425816725"
,"22","341289.4968269243","22","339646.8674344887"
,"23","341222.72952896456","23","339148.18269194796"
,"24","340367.90343658323","24","339213.8189467197"
,"25","339969.96706338937","25","339491.3860955754"
,"26","340241.83075787115","26","339484.9076123537"
,"27","339782.48802934954","27","339799.2883500484"
,"28","339427.6660551783","28","339632.8198234638"
,"29","338962.58823052625","29","339192.1296354551"
,"30","339616.6499351134","30","339684.271124558"
,"31","339434.031507428","31","339684.2290335755"
,"32","340006.4479478824","32","339538.83422179794"
,"33","339822.3557860591","33","339394.3879288836"
,"34","339581.3984313944","34","339045.47019876924"
,"35","339934.5833369676","35","338511.3005355285"
,"36","340048.2387315181","36","338891.98971742194"
,"37","340575.96251317783","37","338587.63912678056"
,"38","340510.6676390518","38","339008.08312318026"
,"39","340677.183825094","39","338350.1060579259"
,"40","340546.30755036225","40","338076.7173371703"
,"41","340774.70950852626","41","338584.22412925074"
,"42","341187.86758633517","42","338762.76129982964"
,"43","341425.9714628892","43","338322.75027195306"
,"44","341223.18221268605","44","339117.4658385947"
,"45","341054.20164368825","45","338913.93711159914"
,"46","341198.7493743449","46","339077.60010086896"
,"47","341764.50359059434","47","339131.83343859995"
,"48","341618.11362329323","48","338548.6243689844"
,"49","341554.6401511972","49","338535.5518405263"
,"50","341759.8920321878","50","338639.3561818952"
